owner,model_name,family,downloads,likes,created_at_main,last_modified_main,age,adoption,library_name,pipeline_tag,cleaned_github,model_size_million_bytes,previous_size_category,agg_size,size_category,lag,transient,name,whichstop,Jimmy,Adekunle
neuralmind,neuralmind/bert-base-portuguese-cased,neuralmind_bert,382941,133,3/2/2022,5/20/2021,903,424.076412,transformers,fill-mask,https://github.com/neuralmind-ai/portuguese-bert,0,unknown,0,unknown,none,divergent pattern,Divergent ,,,
neuralmind,neuralmind/bert-large-portuguese-cased,neuralmind_bert,127581,52,3/2/2022,6/14/2022,903,141.2857143,transformers,fill-mask,https://github.com/neuralmind-ai/portuguese-bert,0,unknown,0,unknown,none,divergent pattern,Divergent ,,,
unitary,unitary/toxic-bert,unitary_detoxify,32842,120,3/2/2022,3/13/2024,903,36.36987818,transformers,text-classification,https://github.com/unitaryai/detoxify,0,unknown,54.743683,small,downstream,divergent pattern,Divergent ,,,
unitary,unitary/unbiased-toxic-roberta,unitary_detoxify,44913,13,3/2/2022,8/18/2023,903,49.73754153,transformers,text-classification,https://github.com/unitaryai/detoxify,109.487366,small,54.743683,small,downstream,divergent pattern,Divergent ,,,
hkunlp,hkunlp/instructor-base,hkunlp_instructor,22576,107,12/20/2022,1/21/2023,610,37.00983607,sentence-transformers,sentence-similarity,https://github.com/HKUNLP/instructor-embedding,0,unknown,0,unknown,none,early stopped activity pattern,ES-Activity ,downstream,,
hkunlp,hkunlp/instructor-large,hkunlp_instructor,177074,465,12/20/2022,1/21/2023,610,290.2852459,sentence-transformers,sentence-similarity,https://github.com/HKUNLP/instructor-embedding,0,unknown,0,unknown,none,early stopped activity pattern,ES-Activity ,downstream,,
hkunlp,hkunlp/instructor-xl,hkunlp_instructor,24108,531,12/20/2022,4/21/2023,610,39.52131148,sentence-transformers,sentence-similarity,https://github.com/HKUNLP/instructor-embedding,0,unknown,0,unknown,none,early stopped activity pattern,ES-Activity ,downstream,,
TinyLlama,TinyLlama/TinyLlama_v1.1,TinyLlama_TinyLlama,10034,15,10/2/2023,2/3/2024,324,30.9691358,transformers,text-generation,https://github.com/jzhang38/TinyLlama,0,unknown,942.9003703,medium,none,early stopped activity pattern,ES-Activity ,,,
TinyLlama,TinyLlama/TinyLlama-1.1B-Chat-v0.3,TinyLlama_TinyLlama,11298,41,11/4/2023,2/3/2024,291,38.82474227,transformers,text-generation,https://github.com/jzhang38/TinyLlama,1100.048384,medium,942.9003703,medium,none,early stopped activity pattern,ES-Activity ,,,
TinyLlama,TinyLlama/TinyLlama-1.1B-Chat-v0.6,TinyLlama_TinyLlama,40406,77,9/1/2023,9/16/2023,355,113.8197183,transformers,text-generation,https://github.com/jzhang38/TinyLlama,1100.048384,medium,942.9003703,medium,none,early stopped activity pattern,ES-Activity ,,,
TinyLlama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama_TinyLlama,618835,989,10/20/2023,12/28/2023,306,2022.336601,transformers,text-generation,https://github.com/jzhang38/TinyLlama,1100.048384,medium,942.9003703,medium,none,early stopped activity pattern,ES-Activity ,,,
TinyLlama,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama_TinyLlama,139111,152,9/28/2023,9/28/2023,328,424.1189024,transformers,text-generation,https://github.com/jzhang38/TinyLlama,1100.048384,medium,942.9003703,medium,none,early stopped activity pattern,ES-Activity ,,,
TinyLlama,TinyLlama/TinyLlama-1.1B-intermediate-step-955k-token-2T,TinyLlama_TinyLlama,12889,29,11/19/2023,12/29/2023,276,46.69927536,transformers,text-generation,https://github.com/jzhang38/TinyLlama,1100.048384,medium,942.9003703,medium,none,early stopped activity pattern,ES-Activity ,,,
TinyLlama,TinyLlama/TinyLlama-1.1B-step-50K-105b,TinyLlama_TinyLlama,15426,124,10/3/2023,10/3/2023,323,47.75851393,transformers,text-generation,https://github.com/jzhang38/TinyLlama,1100.060672,medium,942.9003703,medium,none,early stopped activity pattern,ES-Activity ,,,
lmsys,lmsys/vicuna-13b-v1.5,lmsys_vicuna,75340,195,4/12/2023,8/1/2023,497,151.5895372,transformers,text-generation,https://github.com/lm-sys/vicuna-blog-eval,7000,large,13333.33333,large,upstream,early stopped activity pattern,ES-Activity ,,,
lmsys,lmsys/vicuna-13b-v1.5-16k,lmsys_vicuna,83153,218,6/18/2023,8/1/2023,430,193.3790698,transformers,text-generation,https://github.com/lm-sys/vicuna-blog-eval,7000,large,13333.33333,large,upstream,early stopped activity pattern,ES-Activity ,,,
lmsys,lmsys/vicuna-33b-v1.3,lmsys_vicuna,10521,285,6/21/2023,8/1/2023,427,24.63934426,transformers,text-generation,https://github.com/lm-sys/vicuna-blog-eval,7000,large,13333.33333,large,upstream,early stopped activity pattern,ES-Activity ,,,
lmsys,lmsys/vicuna-7b-v1.3,lmsys_vicuna,33763,123,4/12/2023,8/1/2023,497,67.93360161,transformers,text-generation,https://github.com/lm-sys/vicuna-blog-eval,13000,large,13333.33333,large,upstream,early stopped activity pattern,ES-Activity ,,,
lmsys,lmsys/vicuna-7b-v1.5,lmsys_vicuna,441537,254,7/29/2023,3/13/2024,389,1135.056555,transformers,text-generation,https://github.com/lm-sys/vicuna-blog-eval,13000,large,13333.33333,large,upstream,early stopped activity pattern,ES-Activity ,,,
lmsys,lmsys/vicuna-7b-v1.5-16k,lmsys_vicuna,12246,83,4/6/2023,8/1/2023,503,24.34592445,transformers,text-generation,https://github.com/lm-sys/vicuna-blog-eval,33000,large,13333.33333,large,upstream,early stopped activity pattern,ES-Activity ,,,
bigcode,bigcode/starcoder,bigcode_starcoder,23156,2734,5/8/2023,8/21/2023,471,49.16348195,transformers,text-generation,https://github.com/bigcode-project/starcoder,164.144128,small,7765.318996,large,none,early stopped activity pattern,ES-Activity ,upstream,,
bigcode,bigcode/starcoderbase-1b,bigcode_starcoder,13856,56,6/30/2023,6/30/2023,418,33.14832536,transformers,text-generation,https://github.com/bigcode-project/starcoder,7173.92384,large,7765.318996,large,none,early stopped activity pattern,ES-Activity ,upstream,,
bigcode,bigcode/tiny_starcoder_py,bigcode_starcoder,18127,70,4/25/2023,5/12/2023,484,37.45247934,transformers,text-generation,https://github.com/bigcode-project/starcoder,15957.88902,large,7765.318996,large,none,early stopped activity pattern,ES-Activity ,upstream,,
gsarti,gsarti/biobert-nli,gsarti_biobert,72105,18,3/2/2022,5/19/2021,903,79.85049834,transformers,feature-extraction,https://github.com/gsarti/covid-papers-browser,0,unknown,0,unknown,none,early stopped activity pattern,ES-Activity ,upstream,,
TencentGameMate,TencentGameMate/chinese-hubert-base,TencentGameMate_chinese-hubert,487698,29,6/2/2022,6/24/2022,811,601.3538841,transformers,feature-extraction,https://github.com/TencentGameMate/chinese_speech_pretrain,0,unknown,0,unknown,none,early stopped activity pattern,ES-Activity ,downstream,,
transfo-xl,transfo-xl/transfo-xl-wt103,transfo-xl_transfo,15559,10,3/2/2022,1/24/2023,903,17.2303433,transformers,text-generation,https://github.com/kimiyoung/transformer-xl,0,unknown,0,unknown,downstream,early stopped activity pattern,ES-Activity ,upstream,,
xlnet,xlnet/xlnet-base-cased,xlnet_xlnet,808288,67,3/2/2022,1/24/2023,903,895.1140642,transformers,text-generation,https://github.com/zihangdai/xlnet,0,unknown,0,unknown,none,early stopped activity pattern,ES-Activity ,upstream,,
xlnet,xlnet/xlnet-large-cased,xlnet_xlnet,491899,23,3/2/2022,1/24/2023,903,544.7386489,transformers,text-generation,https://github.com/zihangdai/xlnet,0,unknown,0,unknown,none,early stopped activity pattern,ES-Activity ,upstream,,
baichuan-inc,baichuan-inc/Baichuan2-7B-Chat,baichuan-inc_Baichuan,11785,148,7/8/2023,1/9/2024,410,28.74390244,transformers,text-generation,https://github.com/baichuan-inc/Baichuan-13B,7000,large,7000,large,upstream,early stopped activity pattern,ES-Activity ,upstream,,
baichuan-inc,baichuan-inc/Baichuan-7B,baichuan-inc_Baichuan,17719,823,6/13/2023,1/9/2024,435,40.73333333,transformers,text-generation,https://github.com/baichuan-inc/Baichuan-13B,7000,large,7000,large,upstream,early stopped activity pattern,ES-Activity ,upstream,,
databricks,databricks/dbrx-instruct,databricks_dbrx,188404,1079,3/26/2024,4/19/2024,148,1273,transformers,text-generation,https://github.com/databricks/dbrx,3000,medium,67298.26175,large,none,horizontal pattern,horizontal ,,,
databricks,databricks/dolly-v2-3b,databricks_dbrx,105280,282,3/26/2024,4/19/2024,148,711.3513514,transformers,text-generation,https://github.com/databricks/dbrx,131596.5235,large,67298.26175,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-1.5-34B-Chat,01-ai_YI,68355,174,3/15/2024,7/29/2024,159,429.9056604,transformers,text-generation,https://github.com/01-ai/yi,6061.03552,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-1.5-34B-Chat-16K,01-ai_YI,10960,20,11/1/2023,7/29/2024,294,37.27891156,transformers,text-generation,https://github.com/01-ai/yi,8829.407232,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-1.5-9B,01-ai_YI,18651,38,11/22/2023,7/29/2024,273,68.31868132,transformers,text-generation,https://github.com/01-ai/yi,8829.407232,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-1.5-9B-Chat,01-ai_YI,17475,91,11/22/2023,7/29/2024,273,64.01098901,transformers,text-generation,https://github.com/01-ai/yi,8829.407232,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-1.5-9B-Chat-16K,01-ai_YI,12980,27,11/22/2023,7/29/2024,273,47.54578755,transformers,text-generation,https://github.com/01-ai/yi,34388.91725,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-34B,01-ai_YI,12072,1263,11/6/2023,7/29/2024,289,41.7716263,transformers,text-generation,https://github.com/01-ai/yi,34388.91725,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-34B-200K,01-ai_YI,10568,311,11/22/2023,7/29/2024,273,38.71062271,transformers,text-generation,https://github.com/01-ai/yi,34388.91725,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-34B-Chat,01-ai_YI,27774,330,3/1/2024,7/29/2024,173,160.5433526,transformers,text-generation,https://github.com/01-ai/yi,34388.91725,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
01-ai,01-ai/Yi-6B,01-ai_YI,10626,363,11/22/2023,7/29/2024,273,38.92307692,transformers,text-generation,https://github.com/01-ai/yi,34388.92109,large,22721.53859,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-1.3b,facebook_opt,349405,140,9/21/2022,9/21/2022,700,499.15,transformers,text-generation,https://github.com/facebookresearch/metaseq,2700,medium,16850,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-125m,facebook_opt,4239295,130,4/8/2022,1/24/2023,866,4895.259815,transformers,text-generation,https://github.com/facebookresearch/metaseq,6700,large,16850,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-13b,facebook_opt,26299,63,6/23/2022,1/24/2023,790,33.28987342,transformers,text-generation,https://github.com/facebookresearch/metaseq,13000,large,16850,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-2.7b,facebook_opt,77716,75,7/8/2022,2/11/2023,775,100.2787097,transformers,text-generation,https://github.com/facebookresearch/metaseq,13000,large,16850,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-30b,facebook_opt,15702,133,5/11/2022,1/24/2023,833,18.84993998,transformers,text-generation,https://github.com/facebookresearch/metaseq,30000,large,16850,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-350m,facebook_opt,362592,117,9/21/2022,9/21/2022,700,517.9885714,transformers,text-generation,https://github.com/facebookresearch/metaseq,66000,large,16850,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-6.7b,facebook_opt,52370,97,7/8/2022,2/11/2023,775,67.57419355,transformers,text-generation,https://github.com/facebookresearch/metaseq,400,medium,16850,large,none,horizontal pattern,horizontal ,,,
facebook,facebook/opt-66b,facebook_opt,10270,175,12/21/2022,12/21/2022,609,16.863711,transformers,text-generation,https://github.com/facebookresearch/metaseq,3000,medium,16850,large,none,horizontal pattern,horizontal ,,,
h2oai,h2oai/h2ogpt-4096-llama2-13b-chat,h2oai_h2ogpt,10429,12,6/30/2023,6/30/2023,418,24.94976077,transformers,text-generation,https://github.com/h2oai/h2ogpt,13015.86688,large,7423.53408,large,downstream,horizontal pattern,horizontal ,,,
h2oai,h2oai/h2ogpt-oig-oasst1-512-6_9b,h2oai_h2ogpt,12021,17,5/2/2023,5/2/2023,477,25.20125786,transformers,text-generation,https://github.com/h2oai/h2ogpt,1831.20128,medium,7423.53408,large,downstream,horizontal pattern,horizontal ,,,
HuggingFaceM4,HuggingFaceM4/idefics-9b-instruct,HuggingFaceM4_idefics,17139,98,7/25/2023,10/12/2023,393,43.61068702,transformers,text-generation,https://github.com/huggingface/m4-logs,0,unknown,0,unknown,upstream,horizontal pattern,horizontal ,,,
ibm-granite,ibm-granite/granite-3b-code-base,ibm-granite_granite,40126,30,4/26/2024,7/9/2024,117,342.957265,transformers,text-generation,https://github.com/ibm-granite/granite-code-models,3482.50368,medium,5006.639445,large,none,horizontal pattern,horizontal ,,,
ibm-granite,ibm-granite/granite-3b-code-instruct,ibm-granite_granite,12386,25,4/21/2024,7/9/2024,122,101.5245902,transformers,text-generation,https://github.com/ibm-granite/granite-code-models,3482.50368,medium,5006.639445,large,none,horizontal pattern,horizontal ,,,
ibm-granite,ibm-granite/granite-8b-code-instruct,ibm-granite_granite,11194,93,4/26/2024,7/9/2024,117,95.67521368,transformers,text-generation,https://github.com/ibm-granite/granite-code-models,8054.910976,large,5006.639445,large,none,horizontal pattern,horizontal ,,,
nomic-ai,nomic-ai/nomic-embed-text-v1,nomic-ai_nomic,970480,392,1/15/2024,8/2/2024,219,4431.415525,sentence-transformers,sentence-similarity,https://github.com/nomic-ai/contrastors,0,unknown,1872.663264,medium,upstream,horizontal pattern,horizontal ,,,
nomic-ai,nomic-ai/nomic-embed-text-v1.5,nomic-ai_nomic,10974960,237,2/10/2024,8/1/2024,193,56865.07772,sentence-transformers,sentence-similarity,https://github.com/nomic-ai/contrastors,136.731648,small,1872.663264,medium,upstream,horizontal pattern,horizontal ,,,
nomic-ai,nomic-ai/nomic-embed-text-v1.5-GGUF,nomic-ai_nomic,17836,23,1/31/2024,8/1/2024,203,87.86206897,,sentence-similarity,https://github.com/nomic-ai/contrastors,136.731648,small,1872.663264,medium,upstream,horizontal pattern,horizontal ,,,
nomic-ai,nomic-ai/nomic-embed-text-v1-unsupervised,nomic-ai_nomic,10184,10,5/11/2023,5/24/2023,468,21.76068376,sentence-transformers,sentence-similarity,https://github.com/nomic-ai/contrastors,7217.18976,large,1872.663264,medium,upstream,horizontal pattern,horizontal ,,,
sileod,sileod/deberta-v3-base-tasksource-nli,sileod_deberta,22615,110,1/31/2024,8/7/2024,203,111.4039409,transformers,zero-shot-classification,https://github.com/sileod/tasknet,141.897219,small,163.161091,small,downstream,horizontal pattern,horizontal ,,,
sileod,sileod/deberta-v3-small-tasksource-nli,sileod_deberta,93548,15,5/3/2022,4/6/2023,841,111.2342449,transformers,zero-shot-classification,https://github.com/sileod/tasknet,184.424963,medium,163.161091,small,downstream,horizontal pattern,horizontal ,,,
unsloth,unsloth/gemma-2b-bnb-4bit,unsloth_unsloth-models,11797,13,6/6/2024,8/9/2024,76,155.2236842,transformers,text-generation,https://github.com/unslothai/unsloth,630.872403,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/gemma-2b-it,unsloth_unsloth-models,25442,1,1/1/2024,8/9/2024,233,109.193133,transformers,text-generation,https://github.com/unslothai/unsloth,630.872576,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/gemma-7b-bnb-4bit,unsloth_unsloth-models,19028,14,4/7/2024,4/7/2024,136,139.9117647,transformers,text-generation,https://github.com/unslothai/unsloth,1546.410665,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/llama-2-7b-bnb-4bit,unsloth_unsloth-models,11652,6,6/6/2024,8/9/2024,76,153.3157895,transformers,text-generation,https://github.com/unslothai/unsloth,2066.083935,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/llama-3-8b,unsloth_unsloth-models,32184,41,2/14/2024,8/9/2024,189,170.2857143,transformers,text-generation,https://github.com/unslothai/unsloth,2506.172416,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/llama-3-8b-bnb-4bit,unsloth_unsloth-models,369026,131,12/31/2023,8/9/2024,234,1577.034188,transformers,text-generation,https://github.com/unslothai/unsloth,3602.095162,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/llama-3-8b-Instruct,unsloth_unsloth-models,39259,48,2/8/2024,3/22/2024,195,201.3282051,transformers,text-generation,https://github.com/unslothai/unsloth,3821.079552,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/llama-3-8b-Instruct-bnb-4bit,unsloth_unsloth-models,372324,92,2/21/2024,8/9/2024,182,2045.736264,transformers,text-generation,https://github.com/unslothai/unsloth,3861.648594,medium,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/mistral-7b-bnb-4bit,unsloth_unsloth-models,32322,23,2/7/2024,3/22/2024,196,164.9081633,transformers,text-generation,https://github.com/unslothai/unsloth,3861.648802,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/mistral-7b-instruct-v0.2-bnb-4bit,unsloth_unsloth-models,70596,26,1/31/2024,3/22/2024,203,347.7635468,transformers,text-generation,https://github.com/unslothai/unsloth,3867.940259,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/mistral-7b-instruct-v0.3-bnb-4bit,unsloth_unsloth-models,22142,11,1/1/2024,8/9/2024,233,95.03004292,transformers,text-generation,https://github.com/unslothai/unsloth,3867.940261,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/mistral-7b-v0.3-bnb-4bit,unsloth_unsloth-models,47870,9,1/31/2024,3/22/2024,203,235.8128079,transformers,text-generation,https://github.com/unslothai/unsloth,4650.177843,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/Phi-3-medium-4k-instruct-bnb-4bit,unsloth_unsloth-models,12151,2,6/6/2024,8/9/2024,76,159.8815789,transformers,text-generation,https://github.com/unslothai/unsloth,4650.177845,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/Phi-3-mini-4k-instruct,unsloth_unsloth-models,13992,26,4/7/2024,4/7/2024,136,102.8823529,transformers,text-generation,https://github.com/unslothai/unsloth,4783.814676,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/Phi-3-mini-4k-instruct-bnb-4bit,unsloth_unsloth-models,96162,13,12/31/2023,8/9/2024,234,410.9487179,transformers,text-generation,https://github.com/unslothai/unsloth,7358.442495,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/tinyllama-bnb-4bit,unsloth_unsloth-models,25550,9,2/14/2024,8/9/2024,189,135.1851852,transformers,text-generation,https://github.com/unslothai/unsloth,8030.261248,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
unsloth,unsloth/tinyllama-chat-bnb-4bit,unsloth_unsloth-models,12189,3,1/31/2024,3/22/2024,203,60.04433498,transformers,text-generation,https://github.com/unslothai/unsloth,8030.261248,large,3986.229411,medium,none,horizontal pattern,horizontal ,,,
vectara,vectara/hallucination_evaluation_model,vectara_hallucination,60544,172,10/25/2023,8/7/2024,301,201.1428571,transformers,text-classification,https://github.com/vectara/hallucination-leaderboard,109.630082,small,109.630082,small,none,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloom-1b1,bigscience_workshop,38862,53,8/7/2022,6/16/2023,745,52.16375839,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,300.176768,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloom-1b7,bigscience_workshop,169229,116,5/19/2022,1/2/2024,825,205.1260606,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,559.214592,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloom-3b,bigscience_workshop,13849,86,8/7/2022,7/3/2023,745,18.58926174,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,559.214592,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloom-560m,bigscience_workshop,200002,327,8/7/2022,2/10/2023,745,268.4590604,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,582.40128,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloom-7b1,bigscience_workshop,431985,187,7/18/2022,3/17/2023,765,564.6862745,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,1065.314304,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloomz-3b,bigscience_workshop,13214,74,5/19/2022,5/11/2023,825,16.0169697,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,1722.40896,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloomz-560m,bigscience_workshop,221083,94,7/18/2022,3/20/2023,765,288.9973856,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,3002.55744,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/bloomz-7b1,bigscience_workshop,22240,134,5/19/2022,9/26/2023,825,26.95757576,transformers,text-generation,https://github.com/bigscience-workshop/bigscience,3002.55744,medium,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/mt0-base,bigscience_workshop,10125,25,8/7/2022,2/10/2023,745,13.59060403,transformers,text2text-generation,https://github.com/bigscience-workshop/bigscience,7069.016064,large,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/mt0-small,bigscience_workshop,16055,20,8/7/2022,8/30/2023,745,21.55033557,transformers,text2text-generation,https://github.com/bigscience-workshop/bigscience,7069.016064,large,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
bigscience,bigscience/T0pp,bigscience_workshop,15693,391,5/19/2022,4/14/2023,825,19.02181818,transformers,text2text-generation,https://github.com/bigscience-workshop/bigscience,11135.33235,large,3278.837259,medium,downstream,horizontal pattern,horizontal ,,,
facebook,facebook/blenderbot-3B,facebook_blenderbot,11093,134,12/27/2022,12/30/2022,603,18.39635158,transformers,text2text-generation,https://github.com/facebookresearch/ParlAI,407.344133,medium,203.6720665,medium,downstream,horizontal pattern,horizontal ,,,
facebook,facebook/blenderbot-400M-distill,facebook_blenderbot,30649,359,6/7/2022,1/24/2023,806,38.02605459,transformers,text2text-generation,https://github.com/facebookresearch/ParlAI,0,unknown,203.6720665,medium,downstream,horizontal pattern,horizontal ,,,
ise-uiuc,ise-uiuc/Magicoder-S-DS-6.7B,ise-uiuc_Magicoder,11511,199,12/3/2023,3/6/2024,262,43.9351145,transformers,text-generation,https://github.com/ise-uiuc/magicoder,6740.512768,large,6740.512768,large,downstream,horizontal pattern,horizontal ,,,
JackFram,JackFram/llama-160m,JackFram_llama,70544,24,7/7/2023,7/7/2023,411,171.6399027,transformers,text-generation,https://github.com/flexflow/FlexFlow,68,small,115.208896,small,downstream,horizontal pattern,horizontal ,,,
JackFram,JackFram/llama-68m,JackFram_llama,301064,17,7/19/2023,5/23/2024,399,754.5463659,transformers,text-generation,https://github.com/flexflow/FlexFlow,162.417792,small,115.208896,small,downstream,horizontal pattern,horizontal ,,,
llm-blender,llm-blender/PairRM,llm-blender_PairRM,13766,162,1/5/2024,1/8/2024,229,60.11353712,transformers,text-generation,https://github.com/yuchenlin/LLM-Blender,436.014081,medium,436.014081,medium,downstream,horizontal pattern,horizontal ,,,
maidalun1020,maidalun1020/bce-embedding-base_v1,maidalun1020_bce-embedding,111838,263,12/29/2023,4/16/2024,236,473.8898305,sentence-transformers,feature-extraction,https://github.com/mindspore-lab/mindnlp,0,unknown,0,unknown,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Llama-2-13b-chat-hf,meta-llama_Llama,576109,987,3/13/2024,3/14/2024,161,3578.31677,transformers,text-generation,https://github.com/meta-llama/llama,6738.417664,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Llama-2-13b-hf,meta-llama_Llama,98327,554,3/14/2024,3/14/2024,160,614.54375,transformers,text-generation,https://github.com/meta-llama/llama,6738.417664,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Llama-2-70b-chat-hf,meta-llama_Llama,111070,2115,3/14/2024,3/14/2024,160,694.1875,transformers,text-generation,https://github.com/meta-llama/llama,8030.261248,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Llama-2-70b-hf,meta-llama_Llama,79612,809,3/13/2024,3/14/2024,161,494.484472,transformers,text-generation,https://github.com/meta-llama/llama,8030.261248,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Llama-2-7b-chat-hf,meta-llama_Llama,1034534,3623,3/13/2024,3/14/2024,161,6425.677019,transformers,text-generation,https://github.com/meta-llama/llama,8030.261248,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Llama-2-7b-hf,meta-llama_Llama,1332143,1519,3/13/2024,3/14/2024,161,8274.180124,transformers,text-generation,https://github.com/meta-llama/llama,13015.86688,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Meta-Llama-3-70B,meta-llama_Llama,76574,731,3/13/2024,3/14/2024,161,475.6149068,transformers,text-generation,https://github.com/meta-llama/llama,13015.86688,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Meta-Llama-3-70B-Instruct,meta-llama_Llama,497334,1181,3/14/2024,3/14/2024,160,3108.3375,transformers,text-generation,https://github.com/meta-llama/llama,68976.65331,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Meta-Llama-3-8B,meta-llama_Llama,1122702,4827,3/13/2024,3/14/2024,161,6973.304348,transformers,text-generation,https://github.com/meta-llama/llama,68976.65331,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama_Llama,2707685,2707,3/13/2024,3/14/2024,161,16817.91925,transformers,text-generation,https://github.com/meta-llama/llama,70553.7065,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
meta-llama,meta-llama/Meta-Llama-Guard-2-8B,meta-llama_Llama,45528,226,3/13/2024,3/14/2024,161,282.7826087,transformers,text-generation,https://github.com/meta-llama/llama,70553.7065,large,31150.91568,large,downstream,horizontal pattern,horizontal ,,,
NousResearch,NousResearch/Meta-Llama-3-70B-Instruct,NousResearch_subnet,11803,17,7/19/2023,9/25/2023,399,29.58145363,transformers,text-generation,https://github.com/NousResearch/finetuning-subnet,7241.99424,large,26972.40167,large,downstream,horizontal pattern,horizontal ,,,
NousResearch,NousResearch/OLMo-Bitnet-1B,NousResearch_subnet,12220,108,8/30/2023,9/4/2023,357,34.22969188,transformers,text-generation,https://github.com/NousResearch/finetuning-subnet,46702.80909,large,26972.40167,large,downstream,horizontal pattern,horizontal ,,,
Open-Orca,Open-Orca/Mistral-7B-OpenOrca,Open-Orca_OpenOrca,27288,660,9/13/2023,11/22/2023,343,79.55685131,transformers,text-generation,https://github.com/OpenAccess-AI-Collective/axolotl,7000,large,10000,large,downstream,horizontal pattern,horizontal ,,,
